Office,Taluk,District,State,Pincode
Tiruvalla Market Jn,Thiruvalla,Pathanamthitta,KERALA,689101
Tiruvalla RS,Ranni,Pathanamthitta,KERALA,689111
Vaipur,Mallappally,Pathanamthitta,KERALA,689588
Valakuzhy,Mallappally,Pathanamthitta,KERALA,689544
Valanjavattom East,Thiruvalla,Pathanamthitta,KERALA,689104
Valanjavattom,Thiruvalla,Pathanamthitta,KERALA,689104
Vallamkulam East,Thiruvalla,Pathanamthitta,KERALA,689541
Varayannur,Thiruvalla,Pathanamthitta,KERALA,689548
Vdakkumbhagom,Thiruvalla,Pathanamthitta,KERALA,689621
Vellayil,Mallappally,Pathanamthitta,KERALA,689613
Velliyara,Ranni,Pathanamthitta,KERALA,689612
Vennikulam,Mallappally,Pathanamthitta,KERALA,689544
Venpala,Thiruvalla,Pathanamthitta,KERALA,689102
Adayamon,Chirayinkeezhu,Thiruvananthapuram,KERALA,695614
Alamcode,Chirayinkeezhu,Thiruvananthapuram,KERALA,695102
Aliyadu,Nedumangad,Thiruvananthapuram,KERALA,695607
Altharamoodu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695102
Anathalavattom,Chirayinkeezhu,Thiruvananthapuram,KERALA,695306
Anayara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695029
Andoorkonam,Chirayinkil,Thiruvananthapuram,KERALA,695584
Anjengo,Chirayinkeezhu,Thiruvananthapuram,KERALA,695309
Attakulangara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695023
Attingal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695101
Avanavancherry,chirayinkeezhu,Thiruvananthapuram,KERALA,695103
Ayilam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695103
Ayroor varkala,Chirayinkeezhu,Thiruvananthapuram,KERALA,695310
Azhurmarket,Chirayinkeezhu,Thiruvananthapuram,KERALA,695305
Beemapally,Thiruvananthapuram,Thiruvananthapuram,KERALA,695008
Bharathannur,Nedumangad,Thiruvananthapuram,KERALA,695609
Chakkai,Thiruvananthapuram,Thiruvananthapuram,KERALA,695024
Channamkara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695301
Charupara,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Cheeranikkara,Nedumangad,Thiruvananthapuram,KERALA,695615
Chempazhanthy,Thiruvananthapuram,Thiruvananthapuram,KERALA,695587
Cherunniyur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695142
Cheruvallimukku,Chirayinkeezhu,Thiruvananthapuram,KERALA,695304
Cheruvikkal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695011
Chilakur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695141
Chirayinkeezhu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695304
Chittattumukku,Thiruvananthapuram,Thiruvananthapuram,KERALA,695301
Edakode,Chirayinkeezhu,Thiruvananthapuram,KERALA,695104
Edava,Chirayinkeezhu,Thiruvananthapuram,KERALA,695311
Elakamon,Chirayinkeezhu,Thiruvananthapuram,KERALA,695310
Elakamon kizhakkepuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695310
Goureesapattom,Trivandrum,Thiruvananthapuram,KERALA,695004
Hariharapuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695310
Ilamba,Chirayinkeezhu,Thiruvananthapuram,KERALA,695103
Iroopara,Chirayinkil,Thiruvananthapuram,KERALA,695584
Janardhanapuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695141
Kadakkavur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695306
Kaikara,Chirayinkeezhu,Thiruvananthapuram,KERALA,695307
Kaithamukku,Thiruvananthapuram,Thiruvananthapuram,KERALA,695024
Kalamachal,Nedumangad,Thiruvananthapuram,KERALA,695606
Kallambalam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695605
Kallara Thiruvananthapuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695608
Kanchinada,Nedumangad,Thiruvananthapuram,KERALA,695609
Kandukrishi,Chirayinkeezhu,Thiruvananthapuram,KERALA,695104
Kaniyapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695301
Kappil,Chirayinkeezhu,Thiruvananthapuram,KERALA,695311
Karavaram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695605
Karikkakom,Thiruvananthapuram,Thiruvananthapuram,KERALA,695021
Karimanal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695583
Karimkuttikara,Nedumangad,Thiruvananthapuram,KERALA,695606
Karyavattom,Thiruvananthapuram,Thiruvananthapuram,KERALA,695581
Katakam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695304
Kattaikonam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695584
Kattumpuram,Nedumangad,Thiruvananthapuram,KERALA,695608
Kavalayur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695144
Kazhakuttam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695582
Keezhattingal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695306
Keezhavur,Thiruvananthapuram,Thiruvananthapuram,KERALA,695584
Kilimanur Palace,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Kilmanur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Kizhuvalam,Chirayinkeezh,Thiruvananthapuram,KERALA,695104
Kodithookiyakunnu,Nedumangad,Thiruvananthapuram,KERALA,695608
Koduvazhannur,Chirayinkil,Thiruvananthapuram,KERALA,695612
Koithurkonam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695584
Kokkottukonam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695604
Koliakode,Chirayinkil,Thiruvananthapuram,KERALA,695607
Konchira,Nedumangad,Thiruvananthapuram,KERALA,695615
Kottukunnam,Nedumangad,Thiruvananthapuram,KERALA,695606
Kudavur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695313
Kulamuttam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695144
Kulathur Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695583
Kurakkada,Chirayinkeezhu,Thiruvananthapuram,KERALA,695104
Kurumbayam,Nedumangad,Thiruvananthapuram,KERALA,695608
Kuthirakulam,Nedumangad,Thiruvananthapuram,KERALA,695615
Madavoor pallickal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695602
Malakkal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695602
Manambur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695611
Manjamala,Thiruvananthapuram,Thiruvananthapuram,KERALA,695313
Mannanathala,Trivendrum,Thiruvananthapuram,KERALA,695015
Maruthikunnu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695603
Melkadakkavur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695306
Melvettoor,Chirayinkeezhu,Thiruvananthapuram,KERALA,695312
Melvettoor,Thiruvananthapuram,Thiruvananthapuram,KERALA,695312
Mg College,Thiruvananthapuram,Thiruvananthapuram,KERALA,695004
Mithirmala,Nedumangad,Thiruvananthapuram,KERALA,695610
Moongode,Chirayinkeezhu,Thiruvananthapuram,KERALA,695144
Moonnanakuzhy,Nedumangad,Thiruvananthapuram,KERALA,695615
Moonnumukku,Nedumangad,Thiruvananthapuram,KERALA,695609
Moothala,Chirayinkeezhu,Thiruvananthapuram,KERALA,695604
Mudakkal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695103
Mudapuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695304
Mukkudil,Nedumangad,Thiruvananthapuram,KERALA,695607
Mulakkalathukavu,Thiruvananthapuram,Thiruvananthapuram,KERALA,695614
Murukumpuzhaa,Thiruvananthapuram,Thiruvananthapuram,KERALA,695302
Muthana,Chirayinkeezhu,Thiruvananthapuram,KERALA,695146
Muthuvila,Nedumangad,Thiruvananthapuram,KERALA,695610
Muttada,Thiruvananthapuram,Thiruvananthapuram,KERALA,695025
Muttappalam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695145
Mylamoodu,Nedumangad,Thiruvananthapuram,KERALA,695609
Nagaroor,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Nalanchira,Thiruvananthapuram,Thiruvananthapuram,KERALA,695015
Navaikulam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695603
Nedumparambu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695102
Nedunganda,Chirayinkeezhu,Thiruvananthapuram,KERALA,695307
Neeramankadavuu,Nedumangad,Thiruvananthapuram,KERALA,695610
Nellanad,Nedumangad,Thiruvananthapuram,KERALA,695606
Nethajipuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695589
Nilakkamukku,Chirayinkeezhu,Thiruvananthapuram,KERALA,695306
Njarayilkonam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695602
Odayam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695311
Oorupoika,Chirayinkeezhu,Thiruvananthapuram,KERALA,695104
Pakalkuri,Chirayinkeezhu,Thiruvananthapuram,KERALA,695604
Palachira,Chirayinkeezhu,Thiruvananthapuram,KERALA,695143
Palamkonam,Nedumangad,Thiruvananthapuram,KERALA,695607
Palayamkunnu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695146
Palkulangara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695024
Pallickal Kilimanur,Chirayinkeezhu,Thiruvananthapuram,KERALA,695604
Pallipuram Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695316
Pallithura,Thiruvananthapuram,Thiruvananthapuram,KERALA,695586
Panayara,Chirayinkeezhu,Thiruvananthapuram,KERALA,695145
Pandalacode,Nedumangad,Thiruvananthapuram,KERALA,695028
Pangappara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695581
Pangode,Nedumangad,Thiruvananthapuram,KERALA,695609
Parakunnu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695603
Parayathukonam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695104
Pattom Palace,Thiruvananthapuram,Thiruvananthapuram,KERALA,695004
Pazhayakunnummel,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Peroor,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Perumathura,Chirayinkeezhu,Thiruvananthapuram,KERALA,695303
Perumkulam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695102
Perunguzhi,Chirayinkeezhu,Thiruvananthapuram,KERALA,695305
Pirappancode,Chirayinkil,Thiruvananthapuram,KERALA,695607
PMG Jn,Thiruvananthapuram,Thiruvananthapuram,KERALA,695033
Poikamukku,Chirayinkeezhu,Thiruvananthapuram,KERALA,695103
Ponganadu,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Poothura,Chirayinkeezhu,Thiruvananthapuram,KERALA,695309
Pothencode,Thiruvananthapuram,Thiruvananthapuram,KERALA,695584
Powdikonam,Tiruvanathapuram,Thiruvananthapuram,KERALA,695588
Prasanth Nagar,Thiruvananthapuram,Thiruvananthapuram,KERALA,695011
Public Office Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695033
Pulimath,Chirayinkeezhu,Thiruvananthapuram,KERALA,695612
Puliyurkonam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695604
Pullampara,Nedumangad,Thiruvananthapuram,KERALA,695607
Pullanicode,Chirayinkeezhu,Thiruvananthapuram,KERALA,695311
Pullayil,Chirayinkeezhu,Thiruvananthapuram,KERALA,695601
Puthencurichy,Thiruvananthapuram,Thiruvananthapuram,KERALA,695303
Puthenthope,Thiruvananthapuram,Thiruvananthapuram,KERALA,695586
Puthusserimukku,Chirayinkeezhu,Thiruvananthapuram,KERALA,695605
Sainik School Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695585
Santhigiri,Thiruvananthapuram,Thiruvananthapuram,KERALA,695589
Sasthavattom,Chirayinkeezhu,Thiruvananthapuram,KERALA,695305
Sreekaryam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695017
Sreenivasapuram,Chirayinkeezhu,Thiruvananthapuram,KERALA,695145
St.Xaviers College,Thiruvananthapuram,Thiruvananthapuram,KERALA,695586
Thalikuzhi,Chirayinkeezhu,Thiruvananthapuram,KERALA,695612
Thattathumala,Chirayinkeezhu,Thiruvananthapuram,KERALA,695614
Thiruvananthapuram AGs,Thiruvananthapuram,Thiruvananthapuram,KERALA,695001
Thiruvananthapuram Beach,Thiruvananthapuram,Thiruvananthapuram,KERALA,695007
Thiruvananthapuram Chalai,Thiruvananthapuram,Thiruvananthapuram,KERALA,695036
Thiruvananthapuram Engg College,Thiruvananthapuram,Thiruvananthapuram,KERALA,695016
Thiruvananthapuram Fort,Thiruvananthapuram,Thiruvananthapuram,KERALA,695023
Thiruvananthapuram Govt Press,Thiruvananthapuram,Thiruvananthapuram,KERALA,695001
Thiruvananthapuram ISRO,Thiruvananthapuram,Thiruvananthapuram,KERALA,695022
Thiruvananthapuram Medical College,Thiruvananthapuram,Thiruvananthapuram,KERALA,695011
Thiruvananthapuram Pettah,Thiruvananthapuram,Thiruvananthapuram,KERALA,695024
Thiruvananthapuram University,Thiruvananthapuram,Thiruvananthapuram,KERALA,695034
Thiruvananthapuram G.P.O.,Thiruvananthapuram,Thiruvananthapuram,KERALA,695001
Thokkad,Chirayinkeezhu,Thiruvananthapuram,KERALA,695143
Thonnakkal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695317
Thope,Thiruvananthapuram,Thiruvananthapuram,KERALA,695008
Thottakkad,Chirayinkeezhu,Thiruvananthapuram,KERALA,695605
Thundathil,Thiruvananthapuram,Thiruvananthapuram,KERALA,695581
Thuruvikkal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695011
Titanium,Thiruvananthapuram,Thiruvananthapuram,KERALA,695021
Ulloor,Thiruvananthapuram,Thiruvananthapuram,KERALA,695011
Vadasserikonam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695143
Vakkom,Chirayinkeezhu,Thiruvananthapuram,KERALA,695308
Valiathura,Thiruvananthapuram,Thiruvananthapuram,KERALA,695008
Valiaveli,Thiruvananthapuram,Thiruvananthapuram,KERALA,695021
Vallakkadavoo,Thiruvananthapuram,Thiruvananthapuram,KERALA,695008
Vamanapuram,Nedumangad,Thiruvananthapuram,KERALA,695606
Vanchiyoor Junction,Thiruvananthapuram,Thiruvananthapuram,KERALA,695035
Vanchiyur,Thiruvananthapuram,Thiruvananthapuram,KERALA,695035
Vanchiyur attingal,Chirayinkeezhu,Thiruvananthapuram,KERALA,695102
Varkala,Chirayinkeezhu,Thiruvananthapuram,KERALA,695141
Varkala South,Chirayinkeezhu,Thiruvananthapuram,KERALA,695141
Vattappara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695028
Vellallur,Chirayinkil,Thiruvananthapuram,KERALA,695601
Vellumannady,Nedumangad,Thiruvananthapuram,KERALA,695607
Vembayam,Nedumangad,Thiruvananthapuram,KERALA,695615
Venjaramoodu,Nedumangad,Thiruvananthapuram,KERALA,695607
Venkode,Nedumangad,Thiruvananthapuram,KERALA,695028
Venkulam,Chirayinkeezhu,Thiruvananthapuram,KERALA,695311
Vennicode,Chirayinkeezhu,Thiruvananthapuram,KERALA,695318
Vettiyara,Chirayinkeezhu,Thiruvananthapuram,KERALA,695603
Vikas Bhavan,Thiruvananthapuram,Thiruvananthapuram,KERALA,695033
Amachal,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Amaravila,Neyyattinkara,Thiruvananthapuram,KERALA,695122
Ambalamukku,Thiruvananthapuram,Thiruvananthapuram,KERALA,695005
Ambalathara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695026
Ambalathinkala,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Amboori,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Anad,Nedumangad,Thiruvananthapuram,KERALA,695541
Anappara,Nedumangad,Thiruvananthapuram,KERALA,695551
Anavoor,Neyyattinkara,Thiruvananthapuram,KERALA,695124
Aralumoodu,Neyyattinkara,Thiruvananthapuram,KERALA,695123
Aramada,Thiruvananthapuram,Thiruvananthapuram,KERALA,695032
Arayur,Neyyattinkara,Thiruvananthapuram,KERALA,695122
Arumanoor,Neyyattinkara,Thiruvananthapuram,KERALA,695525
Aruvikara,Nedumangad,Thiruvananthapuram,KERALA,695564
Aruvipuram,Neyyattinkara,Thiruvananthapuram,KERALA,695126
Aryanad,Nedumangad,Thiruvananthapuram,KERALA,695542
Attukkal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695009
Ayira,Neyyattinkara,Thiruvananthapuram,KERALA,695502
Balaramapuram,Neyyattinkara,Thiruvananthapuram,KERALA,695501
Bhagavathinada,Neyyattinkara,Thiruvananthapuram,KERALA,695501
Bonaccord,Nedumangad,Thiruvananthapuram,KERALA,695551
Cgo Complex Poonkulam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695522
Chaikkottukonam,Neyyattinkara,Thiruvananthapuram,KERALA,695122
Changa,Nedumangad,Thiruvananthapuram,KERALA,695542
Chekkakonam,Nedumangad,Thiruvananthapuram,KERALA,695564
Chenkal,Neyyattinkara,Thiruvananthapuram,KERALA,695132
Cheriakolla,Neyyattinkara,Thiruvananthapuram,KERALA,695504
Cheriyakonni,Nedumangad,Thiruvananthapuram,KERALA,695013
Cheruvarakonam,Neyyattinkara,Thiruvananthapuram,KERALA,695502
Chettachal,Nedumangad,Thiruvananthapuram,KERALA,695551
Chowara,Neyyattinkara,Thiruvananthapuram,KERALA,695501
Chullimanoor,Nedumangad,Thiruvananthapuram,KERALA,695541
Cotton Hill,Thiruvananthapuram,Thiruvananthapuram,KERALA,695014
Daivapura,Nedumangad,Thiruvananthapuram,KERALA,695563
Dalmughom,Neyyattinkara,Thiruvananthapuram,KERALA,695125
Dhanuvachapuram,Neyyattinkara,Thiruvananthapuram,KERALA,695503
Elavattom,Nedumangad,Thiruvananthapuram,KERALA,695562
Elluvila,Neyyattinkara,Thiruvananthapuram,KERALA,695504
Ex servicemens Colony,Nedumangad,Thiruvananthapuram,KERALA,695562
Idinjar,Nedumangad,Thiruvananthapuram,KERALA,695563
Ilanchiyam,Nedumangad,Thiruvananthapuram,KERALA,695563
Industrial Estate Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695019
Irinchayam,Nedumangad,Thiruvananthapuram,KERALA,695561
Jagathy,Thiruvananthapuram,Thiruvananthapuram,KERALA,695014
Kaimanam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695040
Kakkavila,Neyyattinkara,Thiruvananthapuram,KERALA,695506
Kallar Tvm,Nedumangad,Thiruvananthapuram,KERALA,695551
Kallayam,Nedumangad,Thiruvananthapuram,KERALA,695043
Kalliyal,Nedumangad,Thiruvananthapuram,KERALA,695574
Kalliyoor,Thiruvananthapuram,Thiruvananthapuram,KERALA,695042
Kandala,Neyyattinkara,Thiruvananthapuram,KERALA,695512
Kanjampazhanji,Neyyattinkara,Thiruvananthapuram,KERALA,695525
Kanjiramkulam,Neyyattinkara,Thiruvananthapuram,KERALA,695524
Kanjirampara,Thiruvananthapuram,Thiruvananthapuram,KERALA,695030
Karakonam,Neyyattinkara,Thiruvananthapuram,KERALA,695504
Karakulam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695564
Karamana,Thiruvananthapuram,Thiruvananthapuram,KERALA,695002
Karikuzhi,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Karimancode,Nedumangad,Thiruvananthapuram,KERALA,695562
Karipur,Nedumangad,Thiruvananthapuram,KERALA,695541
Karode,Neyyattinkara,Thiruvananthapuram,KERALA,695506
Karumom,Thiruvananthapuram,Thiruvananthapuram,KERALA,695002
Kattachalkuzhy,Thiruvananthapuram,Thiruvananthapuram,KERALA,695501
Kattacode,Nedumangad,Thiruvananthapuram,KERALA,695572
Kattakada,Nedumangad,Thiruvananthapuram,KERALA,695572
Kaudiar,Thiruvananthapuram,Thiruvananthapuram,KERALA,695003
Kaudiar Square,Thiruvananthapuram,Thiruvananthapuram,KERALA,695003
Kazhavur,Neyyattinkara,Thiruvananthapuram,KERALA,695526
Keezharur,Neyyattinkara,Thiruvananthapuram,KERALA,695124
Kerala Governors Camp,Thiruvananthapuram,Thiruvananthapuram,KERALA,695099
Kidarakuzhy,Neyyattinkara,Thiruvananthapuram,KERALA,695523
Kochuvila,Nedumangad,Thiruvananthapuram,KERALA,695563
Kodunganur,Thiruvananthapuram,Thiruvananthapuram,KERALA,695013
Kodungavila,Neyyattinkara,Thiruvananthapuram,KERALA,695123
Kokkotela,Nedumangad,Thiruvananthapuram,KERALA,695542
Kollode,Neyyattinkara,Thiruvananthapuram,KERALA,695571
Koonanvenga,Nedumangad,Thiruvananthapuram,KERALA,695568
KoothaliTVM,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Kottackal TVM,Neyyattinkara,Thiruvananthapuram,KERALA,695124
Kottakkakom,Nedumangad,Thiruvananthapuram,KERALA,695542
Kottapuram,Neyyattinkara,Thiruvananthapuram,KERALA,695521
KottoorTVM,Nedumangad,Thiruvananthapuram,KERALA,695574
Kottukal,Neyyattinkara,Thiruvananthapuram,KERALA,695501
Kovalam Beach,Thiruvananthapuram,Thiruvananthapuram,KERALA,695527
Kovalam Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695527
Kudappanakunnu,Thiruvananthapuram,Thiruvananthapuram,KERALA,695043
Kudappanamoodu,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Kudayal,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Kulappada,Nedumangad,Thiruvananthapuram,KERALA,695542
Kunnathukal,Neyyattinkara,Thiruvananthapuram,KERALA,695504
Kuruthamcode,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Kuthirakalam vellanad,Nedumangad,Thiruvananthapuram,KERALA,695543
Kuttamala,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Kuttichal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695574
Kuvalassery,Neyyattinkara,Thiruvananthapuram,KERALA,695512
Lourdepuram,Neyyattinkara,Thiruvananthapuram,KERALA,695526
Machel,Neyyattinkara,Thiruvananthapuram,KERALA,695571
Malayam,Neyyattinkara,Thiruvananthapuram,KERALA,695571
Malayinkil,Neyyattinkara,Thiruvananthapuram,KERALA,695571
Manacaud,Thiruvananthapuram,Thiruvananthapuram,KERALA,695009
Manali,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Mancha,Nedumangad,Thiruvananthapuram,KERALA,695541
Manchamcode,Neyyattinkara,Thiruvananthapuram,KERALA,695125
Manchavilakom,Neyyattinkara,Thiruvananthapuram,KERALA,695503
Manikanteswaram,Thiruvananthapuram,Thiruvananthapuram,KERALA,695013
Mannamkonam,Neyyattinkara,Thiruvananthapuram,KERALA,695125
Mannurkonam,Nedumangad,Thiruvananthapuram,KERALA,695541
Marangad,Nedumangad,Thiruvananthapuram,KERALA,695542
Marayamuttom,Neyyattinkara,Thiruvananthapuram,KERALA,695124
Mariyapuram,Neyyattinkara,Thiruvananthapuram,KERALA,695122
Maruthamala,Nedumangad,Thiruvananthapuram,KERALA,695551
Mayam,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Meenankal,Nedumangad,Thiruvananthapuram,KERALA,695542
Meenmutty,Nedumangad,Thiruvananthapuram,KERALA,695562
Memala,Nedumangad,Thiruvananthapuram,KERALA,695551
Mithraniketan,Nedumangad,Thiruvananthapuram,KERALA,695543
Moongode,Neyyattinkara,Thiruvananthapuram,KERALA,695573
Mukkolackal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695043
Mulayara,Neyyattinkara,Thiruvananthapuram,KERALA,695543
Mullur,Neyyattinkara,Thiruvananthapuram,KERALA,695521
Mulluvila,Neyyattinkara,Thiruvananthapuram,KERALA,695133
Mundela,Nedumangad,Thiruvananthapuram,KERALA,695543
Muttakadu,Thiruvananthapuram,Thiruvananthapuram,KERALA,695523
Mylakkara,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Naruvamoodu,Neyyattinkara,Thiruvananthapuram,KERALA,695528
Nedumangad,Nedumangad,Thiruvananthapuram,KERALA,695541
Nellimoodu,Neyyattinkara,Thiruvananthapuram,KERALA,695524
Nellivila,Thiruvananthapuram,Thiruvananthapuram,KERALA,695523
Nemom,Thiruvananthapuram,Thiruvananthapuram,KERALA,695020
Nettayam,Thiruvananthapuram,Thiruvananthapuram,KERALA,695013
Neyyar Dam,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Neyyattinkara,Neyyattinkara,Thiruvananthapuram,KERALA,695121
Neyyattinkara Town,Neyyattinkara,Thiruvananthapuram,KERALA,695121
Olathanni,Neyyattinkara,Thiruvananthapuram,KERALA,695133
Ookode,Thiruvananthapuram,Thiruvananthapuram,KERALA,695020
Ooruttambalam,Neyyattinkara,Thiruvananthapuram,KERALA,695507
Ottasekharamangalam,Neyyattinkara,Thiruvananthapuram,KERALA,695125
Pacha,Nedumangad,Thiruvananthapuram,KERALA,695562
Pachallur,Thiruvananthapuram,Thiruvananthapuram,KERALA,695027
Pallichal,Thiruvananthapuram,Thiruvananthapuram,KERALA,695020
Paluvally,Nedumangad,Thiruvananthapuram,KERALA,695562
Panachamoodu,Neyyattinkara,Thiruvananthapuram,KERALA,695505
Panacode,Nedumangad,Thiruvananthapuram,KERALA,695542
Panangode,Nedumangad,Thiruvananthapuram,KERALA,695563
Panavoor,Nedumangad,Thiruvananthapuram,KERALA,695568
Panayam,Nedumangad,Thiruvananthapuram,KERALA,695568
Panayamuttom,Nedumangad,Thiruvananthapuram,KERALA,695561
Panniyode,Nedumangad,Thiruvananthapuram,KERALA,695575
Pantha,Neyyattinkara,Thiruvananthapuram,KERALA,695572
Pappanamcode,Thiruvananthapuram,Thiruvananthapuram,KERALA,695018
Parandode,Nedumangad,Thiruvananthapuram,KERALA,695542
Parappara,Nedumangad,Thiruvananthapuram,KERALA,695551
Parassala,Neyyattinkara,Thiruvananthapuram,KERALA,695502
Parasuvaickal,Neyyattinkara,Thiruvananthapuram,KERALA,695508
Paruthikuzhy,Nedumangad,Thiruvananthapuram,KERALA,695541
Paruthipally,Nedumangad,Thiruvananthapuram,KERALA,695574
Payattuvila,Neyyattinkara,Thiruvananthapuram,KERALA,695501
Pazhakutty,Nedumangad,Thiruvananthapuram,KERALA,695561
Peppara Dam,Nedumangad,Thiruvananthapuram,KERALA,695551
Perayam,Nedumangad,Thiruvananthapuram,KERALA,695562
Peringamala,Thiruvananthapuram,Thiruvananthapuram,KERALA,695563
Perukavu,Neyyattinkara,Thiruvananthapuram,KERALA,695573
Perumkadavila,Neyyattinkara,Thiruvananthapuram,KERALA,695124
Perumpazhuthoor,Neyyattinkara,Thiruvananthapuram,KERALA,695126
Perurkada,Thiruvananthapuram,Thiruvananthapuram,KERALA,695005
